id,lei,nº lei,data,assunto: emenda lei [f()] / é emendado [f(x)],outro assunto [o],assunto,n_palavras,freq_assunto,quais_f,quais_fx,quais_f_o,quais_fx_o,epígrafe,ementa,Artigo 1º,URL,dimensão,benevolência,função social,função social especificamente ligada ao assunto,ramo (dogmático) do direito,ramo (sociológico) do direito,imposição/reconhecimento (pelo jurídico),ferramenta/ambiente,Artigo 1 revogado,efetivamente revogada [r],,
188,LCP-130,130,17/04/2009,f();f(x),o,3,6094,"0,049%","('altera', 'l', 196);(None, 'l', 196)","('incluído', 'l', 196);('redação\ndada', 'l', 196);('redação dada', 'l', 196)","('altera', 'l', 5764)","('eleitos', 'l', 3);('redação dada', 'l', 161);('incluído', 'l', 161)","LEI COMPLEMENTAR Nº 130, DE 17 DE ABRIL DE 2009","Dispõe sobre o Sistema Nacional de Crédito Cooperativo e revoga dispositivos das Leis nºˢ 4.595, de 31 de dezembro de 1964, e 5.764, de 16 de dezembro de 1971.","As instituições financeiras constituídas sob a forma de cooperativas de crédito e as confederações de serviço constituídas por cooperativas centrais de crédito sujeitam-se ao disposto nesta Lei Complementar, bem como, no que couber, à legislação aplicável ao Sistema Financeiro Nacional (SFN) e às sociedades cooperativas. (Redação dada pela Lei Complementar nº 196, de 2022)",https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp130.htm,,,,,,,,,,,,
189,L-12.512,12512,14/10/2011,f(x),o,3,5916,"0,051%",,"('incluído', 'l', 155);('redação dada', 'l', 12873);('revogado', 'l', 14284);('incluído', 'l', 12873);('redação dada', 'l', 13465);('incluído', 'l', 13465);('redação dada', 'l', 155)","('altera', 'l', 11326);('altera', 'l', 10836);('altera', 'l', 10696)","('redação dada', 'l', 13014);('redação dada', 'l', 12844);('incluído', 'l', 13014);('incluído', 'l', 12844);('incluído', 'l', 13789)","LEI Nº 12.512, DE 14 DE OUTUBRO DE 2011","Institui o Programa de Apoio à Conservação Ambiental e o Programa de Fomento às Atividades Produtivas Rurais; altera as Leis nºs 10.696, de 2 de julho de 2003, 10.836, de 9 de janeiro de 2004, e 11.326, de 24 de julho de 2006.","Fica instituído o Programa de Apoio à Conservação Ambiental, com os seguintes objetivos:",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12512.htm,,,,,,,,,,,,
190,LCP-150,150,01/06/2015,f();f(x),o,8,6248,"0,128%","('altera', 'l', 8212);('altera', 'l', 11196)","('aprovada', 'l', 5452)","('revoga', 'l', 5859);('altera', 'l', 10593);('revoga', 'l', 9250);('revoga', 'l', 605);('altera', 'l', 8213);('revoga', 'l', 8009);('revoga', 'l', 4749)",,"LEI COMPLEMENTAR Nº 150, DE 1º DE JUNHO DE 2015","Dispõe sobre o contrato de trabalho doméstico; altera as Leis nº 8.212, de 24 de julho de 1991, nº 8.213, de 24 de julho de 1991, e nº 11.196, de 21 de novembro de 2005; revoga o inciso I do art. 3º da Lei nº 8.009, de 29 de março de 1990, o art. 36 da Lei nº 8.213, de 24 de julho de 1991, a Lei nº 5.859, de 11 de dezembro de 1972, e o inciso VII do art. 12 da Lei nº 9.250, de 26 de dezembro 1995; e dá outras providências.","Ao empregado doméstico, assim considerado aquele que presta serviços de forma contínua, subordinada, onerosa e pessoal e de finalidade não lucrativa à pessoa ou à família, no âmbito residencial destas, por mais de 2 (dois) dias por semana, aplica-se o disposto nesta Lei.",https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp150.htm,,,,,,,,,,,,
191,L-10.876,10876,02/06/2004,f(x),o,3,8915,"0,034%",,"('revogado', 'l', 13846);('redação dada', 'l', 13846)","(None, 'l', 2006)","('incluído', 'l', 11302);('incluído', 'l', 13135);('redação dada', 'l', 10997);('redação dada', 'l', 13328);('incluído', 'l', 13328);('redação dada', 'l', 11302);('redação dada', 'l', 13135)","LEI Nº 10.876, DE 2 DE JUNHO DE 2004.","Cria a Carreira de Perícia Médica da Previdência Social, dispõe sobre a remuneração da Carreira de Supervisor Médico-Pericial do Quadro de Pessoal do Instituto Nacional do Seguro Social - INSS e dá outras providências.","Fica criada, nos termos desta Lei, a Carreira de Perícia Médica da Previdência Social, constituída pelos cargos efetivos de Perito Médico da Previdência Social.",https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2004/lei/l10.876.htm,,,,,,,,,,,,
192,L-13.005,13005,25/06/2014,,o,91,14438,"0,630%",,,,,"LEI Nº 13.005, DE 25 DE JUNHO DE 2014.",Aprova o Plano Nacional de Educação - PNE e dá outras providências.,"É aprovado o Plano Nacional de Educação - PNE, com vigência por 10 (dez) anos, a contar da publicação desta Lei, na forma do Anexo, com vistas ao cumprimento do disposto no art. 214 da Constituição Federal.",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l13005.htm,,,,,,,,,,,,
193,L-8.629,8629,25/02/1993,f(x),o,7,11262,"0,062%",,"('pela', 'l', 13465);('redação dada', 'l', 13465);('incluído', 'l', 13465);('redação\ndada', 'l', 13465)",,"('redação dada', 'l', 13001);('incluído', 'l', 10279);('renumerado', 'l', 10279);('incluído', 'l', 13001);('incluído', 'l', 14119);('redação\ndada', 'l', 13001)","LEI Nº 8.629, DE 25 DE FEVEREIRO DE 1993.","Dispõe sobre a regulamentação dos dispositivos constitucionais relativos à reforma agrária, previstos no Capítulo III, Título VII, da Constituição Federal.","Esta lei regulamenta e disciplina disposições relativas à reforma agrária, previstas no Capítulo III, Título VII, da Constituição Federal.",https://www.planalto.gov.br/ccivil_03/leis/l8629.htm,,,,,,,,,,,,
194,L-12.663,12663,05/06/2012,,o,10,7704,"0,130%",,,,"('incluído', 'l', 12833)","LEI Nº 12.663, DE 5 DE JUNHO DE 2012.","Dispõe sobre as medidas relativas à Copa das Confederações FIFA 2013, à Copa do Mundo FIFA 2014 e à Jornada Mundial da Juventude - 2013, que serão realizadas no Brasil; altera as Leis nºs 6.815, de 19 de agosto de 1980, e 10.671, de 15 de maio de 2003; e estabelece concessão de prêmio e de auxílio especial mensal aos jogadores das seleções campeãs do mundo em 1958, 1962 e 1970.","Esta Lei dispõe sobre as medidas relativas à Copa das Confederações FIFA 2013, à Copa do Mundo FIFA 2014 e aos eventos relacionados, que serão realizados no Brasil.",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12663.htm,,,,,,,,,,,,
195,LCP-155,155,27/10/2016,f(),o,5,7458,"0,067%","('revoga', 'l', 8212);('altera', 'l', 123);('altera', 'l', 12512)",,"('altera', 'l', 7998)",,"LEI COMPLEMENTAR Nº 155, DE 27 DE OUTUBRO DE 2016","Altera a Lei Complementar nº 123, de 14 de dezembro de 2006, para reorganizar e simplificar a metodologia de apuração do imposto devido por optantes pelo Simples Nacional; altera as Leis nºˢ 9.613, de 3 de março de 1998, 12.512, de 14 de outubro de 2011, e 7.998, de 11 de janeiro de 1990; e revoga dispositivo da Lei nº 8.212, de 24 de julho de 1991.","A Lei Complementar nº 123, de 14 de dezembro de 2006, passa a vigorar com as seguintes alterações: Produção de efeito",https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp155.htm,,,,,,,,,,,,
196,L-13.155,13155,04/08/2015,,o,7,7395,"0,095%",,,,"('revogado', 'l', 13756)","LEI Nº 13.155, DE 4 DE AGOSTO DE 2015.","Estabelece princípios e práticas de responsabilidade fiscal e financeira e de gestão transparente e democrática para entidades desportivas profissionais de futebol; institui parcelamentos especiais para recuperação de dívidas pela União, cria a Autoridade Pública de Governança do Futebol - APFUT; dispõe sobre a gestão temerária no âmbito das entidades desportivas profissionais; cria a Loteria Exclusiva - LOTEX; altera as Leis nº 9.615, de 24 de março de 1998, 8.212, de 24 de julho de 1991, 10.671, de 15 de maio de 2003, 10.891, de 9 de julho de 2004, 11.345, de 14 de setembro de 2006, e 11.438, de 29 de dezembro de 2006, e os Decretos-Leis nº 3.688, de 3 de outubro de 1941, e 204, de 27 de fevereiro de 1967; revoga a Medida Provisória nº 669, de 26 de fevereiro de 2015; cria programa de iniciação esportiva escolar; e dá outras providências.","Esta Lei de Responsabilidade Fiscal do Esporte - LRFE estabelece princípios e práticas de responsabilidade fiscal e financeira e de gestão transparente e democrática para entidades desportivas profissionais de futebol, cria o Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro e dispõe sobre a gestão temerária no âmbito das referidas entidades.",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/l13155.htm,,,,,,,,,,,,
197,L-11.481,11481,31/05/2007,f();f(x),o,1,7391,"0,014%","('altera', 'l', 8666);('altera', 'l', 6015);('altera', 'l', 9636)","('revogado', 'l', 14011);('incluído', 'l', 13846)","('altera', 'dl', 2398);('altera', 'dl', 9760);('altera', 'dl', 271);('altera', 'l', 9514)","('redação dada', 'l', 13813);('instituído', 'l', 11124);('revogado', 'l', 13813)","LEI Nº 11.481, DE 31 DE MAIO DE 2007.","Dá nova redação a dispositivos das Leis nºˢ 9.636, de 15 de maio de 1998, 8.666, de 21 de junho de 1993, 11.124, de 16 de junho de 2005, 10.406, de 10 de janeiro de 2002 - Código Civil, 9.514, de 20 de novembro de 1997, e 6.015, de 31 de dezembro de 1973, e dos Decretos-Leis nºˢ 9.760, de 5 de setembro de 1946, 271, de 28 de fevereiro de 1967, 1.876, de 15 de julho de 1981, e 2.398, de 21 de dezembro de 1987; prevê medidas voltadas à regularização fundiária de interesse social em imóveis da União; e dá outras providências.","Os arts. 1º , 6º , 7º , 9º , 18, 19, 26, 29, 31 e 45 da Lei nº 9.636, de 15 de maio de 1998, passam a vigorar com a seguinte redação:",https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2007/lei/l11481.htm,,,,,,,,,,,,
198,L-13.780,13780,26/12/2018,,o,48,9219,"0,521%",,,,,"LEI Nº 13.780, DE 26 DE DEZEMBRO DE 2018.","Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo federal, crédito especial no valor de R$ 26.342.043,00, para os fins que especifica.","Fica aberto aos Orçamentos Fiscal e da Seguridade Social da União (Lei nº 13.587, de 2 de janeiro de 2018) , em favor de diversos órgãos do Poder Executivo federal, crédito especial no valor de R$ 26.342.043,00 (vinte e seis milhões, trezentos e quarenta e dois mil, quarenta e três reais), para atender à programação constante do Anexo I.",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13780.htm,,,,,,,,,,,,
199,L-12.010,12010,03/08/2009,f();f(x),o,2,8813,"0,023%","('revoga', 'l', 10406)","('aprovada', 'l', 5452);('prevista', 'l', 8069);('aprovada', 'dl', 5452)","('revoga', 'l', 3)","('previsto', 'l', 8560)","LEI Nº 12.010, DE 3 DE AGOSTO DE 2009.","Dispõe sobre adoção; altera as Leis nºˢ 8.069, de 13 de julho de 1990 - Estatuto da Criança e do Adolescente, 8.560, de 29 de dezembro de 1992; revoga dispositivos da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, e da Consolidação das Leis do Trabalho \- CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943; e dá outras providências.","Esta Lei dispõe sobre o aperfeiçoamento da sistemática prevista para garantia do direito à convivência familiar a todas as crianças e adolescentes, na forma prevista pela Lei nº 8.069, de 13 de julho de 1990, Estatuto da Criança e do Adolescente.",https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l12010.htm,,,,,,,,,,,,
200,L-12.395,12395,16/03/2011,f();f(x),o,5,8525,"0,059%","('altera', 'l', 9615)","('aprovada', 'l', 5452);('aprovada', 'dl', 5452)","('altera', 'l', 10891);('revoga', 'l', 6354)",,"LEI Nº 12.395, DE 16 DE MARÇO DE 2011.","Altera as Leis nº s 9.615, de 24 de março de 1998, que institui normas gerais sobre desporto, e 10.891, de 9 de julho de 2004, que institui a Bolsa- Atleta; cria os Programas Atleta Pódio e Cidade Esportiva; revoga a Lei nº 6.354, de 2 de setembro de 1976; e dá outras providências.","Os arts. 5º , 6º , 8º , 10, 11, 12-A, 13, 14, 16, 18, 25, 27, 28, 29, 30, 31, 34, 39, 40, 42, 45, 46, 46-A, 50, 53, 55, 56, 57, 84, 88, 91 e 94 da Lei nº 9.615, de 24 de março de 1998, passam a vigorar com a seguinte redação:",https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12395.htm,,,,,,,,,,,,
201,L-12.485,12485,12/09/2011,f(x),o,33,9322,"0,354%",,"('incluído', 'l', 13828)","('altera', 'l', 5070)","('redação dada', 'l', 14453);('fixados', 'l', 6);('redação dada', 'l', 14173)","LEI Nº 12.485, DE 12 DE SETEMBRO DE 2011","Dispõe sobre a comunicação audiovisual de acesso condicionado; altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e as Leis nºs 11.437, de 28 de dezembro de 2006, 5.070, de 7 de julho de 1966, 8.977, de 6 de janeiro de 1995, e 9.472, de 16 de julho de 1997; e dá outras providências.",Esta Lei dispõe sobre a comunicação audiovisual de acesso condicionado.,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12485.htm,,,,,,,,,,,,
202,L-10.522,10522,19/07/2002,f();f(x),o,10,20928,"0,048%","(None, 'l', 14112);(None, 'l', 13043)","('redação dada', 'l', 14195);('incluído', 'l', 14195);('redação dada', 'l', 14112);('incluído', 'l', 14112);('redação\ndada', 'l', 11941);('revogado', 'l', 14112);('redação dada', 'l', 11941);('e', 'l', 5452);('incluído', 'l', 13988);('incluído', 'l', 11941);('revogado', 'l', 11941);('incluído', 'l', 13043);('revogado', 'l', 13043);('instituído', 'l', 123)","('altera', 'l', 8748);(None, 'dl', 2163);('altera', 'l', 9641);(None, 'l', 12810)","('incluída', 'l', 13874);('redação dada', 'l', 12810);('instituído', 'l', 77);('redação dada', 'l', 12548);('incluído', 'l', 11345);('incluído', 'l', 12649);('incluído', 'l', 12810);('redação dada', 'l', 11051);('cominadas', 'l', 8112);('incluído', 'l', 11051);('e', 'l', 12099);('redação dada', 'l', 10954);('redação dada', 'l', 10637);('redação dada', 'l', 12788);('redação dada', 'l', 14375);('incluído', 'l', 12788);('instituído', 'l', 2288);('incluído', 'l', 13606);('incluído', 'l', 13494);('redação dada', 'l', 11033);('redação dada', 'l', 12844);('incluído', 'l', 11033);('incluído', 'l', 12844);('redação dada', 'l', 13874);('incluído', 'l', 13874);('regidos', 'l', 9703)","LEI Nº 10.522, DE 19 DE JULHO DE 2002.",Dispõe sobre o Cadastro Informativo dos créditos não quitados de órgãos e entidades federais e dá outras providências.,O Cadastro Informativo de créditos não quitados do setor público federal (Cadin) passa a ser regulado por esta Lei.,https://www.planalto.gov.br/ccivil_03/leis/2002/l10522.htm,,,,,,,,,,,,
203,L-11.196,11196,21/11/2005,f();f(x),,99,39215,"0,252%","('revoga', 'l', 14374);('revoga', 'l', 8666)","('redação dada', 'l', 150);('incluído', 'l', 150);('incluído', 'l', 12715);('redação dada', 'l', 12546);('aprovada', 'l', 5452);('redação dada', 'l', 13241);('incluído', 'l', 13241);('revogado', 'l', 13241);('redação\ndada', 'l', 11727);('redação dada', 'l', 14374);('incluído', 'l', 14374);('redação dada', 'l', 11727);('revogado', 'l', 14374);('incluído', 'l', 11727);('redação dada', 'l', 12249);('redação dada', 'l', 12715)","('revoga', 'l', 9715);('revoga', 'l', 11774);('revoga', 'l', 8857);('altera', 'l', 11051);('revoga', 'l', 8661);('revoga', 'l', 8989);('altera', 'l', 10925);('altera', 'l', 10755)","('incluído', 'l', 12716);('revogado', 'l', 12712);('incluído', 'l', 12058);('redação dada', 'l', 14183);('redação dada', 'l', 10865);('incluído', 'l', 14183);('redação\ndada', 'l', 12024);('revogado', 'l', 13161);('incluído', 'l', 12431);('incluído', 'l', 11487);('único', 'l', 11488);('redação\ndada', 'l', 11960);('redação dada', 'l', 12507);('redação dada', 'l', 11933);('redação\ndada', 'l', 13097);('redação dada', 'l', 11960);('incluído', 'l', 11488);('incluído', 'l', 11960);('revogado', 'l', 11960);('redação dada', 'l', 11774);('redação dada', 'l', 13137);('revogado', 'l', 11482);('revogado', 'l', 12350);('revogado', 'l', 11774);('incluído', 'l', 11774);('redação dada', 'l', 12865);('redação dada', 'l', 12859);('redação dada', 'l', 12599);('incluído', 'l', 12859);('redação dada', 'l', 14438);('incluído', 'l', 11945);('redação dada', 'l', 12712)","LEI Nº 11.196, DE 21 DE NOVEMBRO DE 2005","Institui o Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação - REPES, o Regime Especial de Aquisição de Bens de Capital para Empresas Exportadoras - RECAP e o Programa de Inclusão Digital; dispõe sobre incentivos fiscais para a inovação tecnológica; altera o Decreto-Lei nº 288, de 28 de fevereiro de 1967, o Decreto nº 70.235, de 6 de março de 1972, o Decreto-Lei nº 2.287, de 23 de julho de 1986, as Leis nºs 4.502, de 30 de novembro de 1964, 8.212, de 24 de julho de 1991, 8.245, de 18 de outubro de 1991, 8.387, de 30 de dezembro de 1991, 8.666, de 21 de junho de 1993, 8.981, de 20 de janeiro de 1995, 8.987, de 13 de fevereiro de 1995, 8.989, de 24 de fevereiro de 1995, 9.249, de 26 de dezembro de 1995, 9.250, de 26 de dezembro de 1995, 9.311, de 24 de outubro de 1996, 9.317, de 5 de dezembro de 1996, 9.430, de 27 de dezembro de 1996, 9.718, de 27 de novembro de 1998, 10.336, de 19 de dezembro de 2001, 10.438, de 26 de abril de 2002, 10.485, de 3 de julho de 2002, 10.637, de 30 de dezembro de 2002, 10.755, de 3 de novembro de 2003, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 10.925, de 23 de julho de 2004, 10.931, de 2 de agosto de 2004, 11.033, de 21 de dezembro de 2004, 11.051, de 29 de dezembro de 2004, 11.053, de 29 de dezembro de 2004, 11.101, de 9 de fevereiro de 2005, 11.128, de 28 de junho de 2005, e a Medida Provisória nº 2.199-14, de 24 de agosto de 2001; revoga a Lei nº 8.661, de 2 de junho de 1993, e dispositivos das Leis nºs 8.668, de 25 de junho de 1993, 8.981, de 20 de janeiro de 1995, 10.637, de 30 de dezembro de 2002, 10.755, de 3 de novembro de 2003, 10.865, de 30 de abril de 2004, 10.931, de 2 de agosto de 2004, e da Medida Provisória nº 2.158-35, de 24 de agosto de 2001; e dá outras providências.","Fica instituído o Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação - Repes, nos termos desta Lei. (Regulamento)",https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2005/lei/l11196.htm,normativa;ontológica,benefício,comercial,,tributário,econômico,reconhece,ferramenta,,,,
